id,name,first_name,last_name,title,office_level,office_branch,body,district,party,state,county,municipality,email,phone,website,twitter_handle,twitter_verified,facebook_url,photo_url,source,source_id,scraped_at
CO-MUN-otis-mayor,Brooke I. Price,Brooke,I. Price,Mayor,municipal,executive,Town Board,,,CO,Washington,Otis,,(970) 246-3235,https://townofotis.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207080+00:00
CO-MUN-cripplecreek-mayorprotem,Bruce Brown,Bruce,Brown,Mayor Pro Tem,municipal,executive,City Council,,,CO,Teller,Cripple Creek,,(719) 689-2502,https://www.cityofcripplecreek.com,,0,,,cml_directory,,2026-03-06T02:54:34.204754+00:00
CO-MUN-bowmar-mayor,Bryan Sperry,Bryan,Sperry,Mayor,municipal,executive,Town Board,,,CO,Arapahoe/Jefferson,Bow Mar,,(303) 794-6065,https://www.townofbowmar.org/,,0,,,cml_directory,,2026-03-06T02:54:34.204189+00:00
CO-MUN-kim-mayor,Bud Broce,Bud,Broce,Mayor,municipal,executive,Town Board,,,CO,Las Animas,Kim,,(719) 980-5258,,,0,,,cml_directory,,2026-03-06T02:54:34.206107+00:00
CO-MUN-eckley-mayor,Bud Hagemeier,Bud,Hagemeier,Mayor,municipal,executive,Town Board,,,CO,Yuma,Eckley,,(970) 359-2222,https://townofeckley.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.205062+00:00
CO-MUN-wheatridge-mayor,Bud Starker,Bud,Starker,Mayor,municipal,executive,City Council,,,CO,Jefferson,Wheat Ridge,,(303) 234-5900,https://www.ci.wheatridge.co.us,,0,,,cml_directory,,2026-03-06T02:54:34.208157+00:00
CO-MUN-starkville-mayorprotem,Buddie Curro,Buddie,Curro,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Las Animas,Starkville,,(719) 846-7599,,,0,,,cml_directory,,2026-03-06T02:54:34.207827+00:00
CO-MUN-ault-mayor,Butch White,Butch,White,Mayor,municipal,executive,Town Board,,,CO,Weld,Ault,,(970) 834-2844,https://www.aultcolorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.203948+00:00
CO-MUN-wellington-mayor,Calar Chaussee,Calar,Chaussee,Mayor,municipal,executive,Town Board,,,CO,Larimer,Wellington,,(970) 568-3381,https://www.wellingtoncolorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.208104+00:00
CO-MUN-louisville-mayorprotem,Caleb Dickinson,Caleb,Dickinson,Mayor Pro Tem,municipal,executive,City Council,,,CO,Boulder,Louisville,,(303) 666-6565,https://www.louisvilleco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206485+00:00
CO-MUN-norwood-mayor,Candy Meehan,Candy,Meehan,Mayor,municipal,executive,Town Board,,,CO,San Miguel,Norwood,,(970) 327-4288,https://www.norwoodtown.com,,0,,,cml_directory,,2026-03-06T02:54:34.206955+00:00
CO-MUN-boone-mayor,Carl Messenger,Carl,Messenger,Mayor,municipal,executive,Town Board,,,CO,Pueblo,Boone,,(719) 947-3311,,,0,,,cml_directory,,2026-03-06T02:54:34.204145+00:00
CO-MUN-cheyennewells-mayorprotem,Carleton Pelton,Carleton,Pelton,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Cheyenne,Cheyenne Wells,,(719) 767-5865,https://www.townofcheyennewells.com,,0,,,cml_directory,,2026-03-06T02:54:34.204533+00:00
CO-MUN-merino-mayor,Carol Nye,Carol,Nye,Mayor,municipal,executive,Town Board,,,CO,Logan,Merino,,(970) 522-1036,https://townofmerino.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206648+00:00
CO-MUN-moffat-mayorprotem,Caroline Jung,Caroline,Jung,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Saguache,Moffat,,(719) 256-5114,https://townofmoffat.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206719+00:00
CO-MUN-dillon-mayor,Carolyn Skowyra,Carolyn,Skowyra,Mayor,municipal,executive,Town Board,,,CO,Summit,Dillon,,(970) 468-2403,https://www.townofdillon.com,,0,,,cml_directory,,2026-03-06T02:54:34.204924+00:00
CO-MUN-hartman-mayor,Catherine Fernandez,Catherine,Fernandez,Mayor,municipal,executive,Town Board,,,CO,Prowers,Hartman,,(719) 940-1480,,,0,,,cml_directory,,2026-03-06T02:54:34.205813+00:00
CO-MUN-woodlandpark-mayorprotem,Catherine Nakai,Catherine,Nakai,Mayor Pro Tem,municipal,executive,City Council,,,CO,Teller,Woodland Park,,(719) 687-9246,,,0,,,cml_directory,,2026-03-06T02:54:34.208236+00:00
CO-MUN-pierce-mayor,Cathy Ortiz,Cathy,Ortiz,Mayor,municipal,executive,Town Board,,,CO,Weld,Pierce,,(970) 834-2851,https://www.piercecolo.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207303+00:00
CO-MUN-wray-mayor,Chad Deyle,Chad,Deyle,Mayor,municipal,executive,City Council,,,CO,Yuma,Wray,,(970) 332-4431,https://www.cityofwray.org,,0,,,cml_directory,,2026-03-06T02:54:34.208246+00:00
CO-MUN-julesburg-mayor,Chad Hoschouer,Chad,Hoschouer,Mayor,municipal,executive,Town Board,,,CO,Sedgwick,Julesburg,,(970) 474-3344,https://www.townofjulesburg.com,,0,,,cml_directory,,2026-03-06T02:54:34.206047+00:00
CO-MUN-johnstown-mayorprotem,Chad Young,Chad,Young,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld/Larimer,Johnstown,,(970) 587-4664,,,0,,,cml_directory,,2026-03-06T02:54:34.206034+00:00
CO-MUN-idahosprings-mayor,Charles Harmon,Charles,Harmon,Mayor,municipal,executive,City Council,,,CO,Clear Creek,Idaho Springs,,(303) 567-4421,https://www.idahospringsco.com/,,0,,,cml_directory,,2026-03-06T02:54:34.205975+00:00
CO-MUN-lasanimas-mayor,Charles Shupe,Charles,Shupe,Mayor,municipal,executive,City Council,,,CO,Bent,Las Animas,,(719) 456-1621,,,0,,,cml_directory,,2026-03-06T02:54:34.206340+00:00
CO-MUN-rifle-mayorprotem,Chris Bornholdt,Chris,Bornholdt,Mayor Pro Tem,municipal,executive,City Council,,,CO,Garfield,Rifle,,(970) 665-6400,https://www.rifleco.org,,0,,,cml_directory,,2026-03-06T02:54:34.207474+00:00
CO-MUN-swink-mayor,Chris E. Morlan,Chris,E. Morlan,Mayor,municipal,executive,Town Board,,,CO,Otero,Swink,,(719) 384-7155,https://townofswinkco.ourlocalview.com,,0,,,cml_directory,,2026-03-06T02:54:34.207904+00:00
CO-MUN-castlepines-mayorprotem,Chris Eubanks,Chris,Eubanks,Mayor Pro Tem,municipal,executive,City Council,,,CO,Douglas,Castle Pines,,(303) 705-0200,https://www.castlepinesco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.204399+00:00
CO-MUN-wiggins-mayor,Chris Franzen,Chris,Franzen,Mayor,municipal,executive,Town Board,,,CO,Morgan,Wiggins,,(970) 483-6161,https://townofwiggins.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.208166+00:00
CO-MUN-dolores-mayor,Chris Holkestad,Chris,Holkestad,Mayor,municipal,executive,Town Board,,,CO,Montezuma,Dolores,,(970) 882-7720,https://townofdolores.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204954+00:00
CO-MUN-crawford-mayor,Chris Johnson,Chris,Johnson,Mayor,municipal,executive,Town Board,,,CO,Delta,Crawford,,(970) 921-4725,https://townofcrawford.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204688+00:00
CO-MUN-louisville-mayor,Chris Leh,Chris,Leh,Mayor,municipal,executive,City Council,,,CO,Boulder,Louisville,,(303) 666-6565,https://www.louisvilleco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206482+00:00
CO-MUN-craig-mayor,Chris Nichols,Chris,Nichols,Mayor,municipal,executive,City Council,,,CO,Moffat,Craig,,(970) 826-2000,https://www.ci.craig.co.us,,0,,,cml_directory,,2026-03-06T02:54:34.204680+00:00
CO-MUN-grandlake-mayor,Christina Bergquist,Christina,Bergquist,Mayor,municipal,executive,Town Board,,,CO,Grand,Grand Lake,,(970) 627-3435,https://www.townofgrandlake.com,,0,,,cml_directory,,2026-03-06T02:54:34.205650+00:00
CO-MUN-branson-mayor,Christine Ann Louden,Christine,Ann Louden,Mayor,municipal,executive,Town Board,,,CO,Las Animas,Branson,,,https://www.bransoncolorado.com/,,0,,,cml_directory,,2026-03-06T02:54:34.204196+00:00
CO-MUN-morrison-mayor,Christopher Wolfe,Christopher,Wolfe,Mayor,municipal,executive,Town Board,,,CO,Jefferson,Morrison,,(303) 697-8749,https://www.morrisonco.us/,,0,,,cml_directory,,2026-03-06T02:54:34.206806+00:00
CO-MUN-central-mayorprotem,Chuck Spencer,Chuck,Spencer,Mayor Pro Tem,municipal,executive,City Council,,,CO,Gilpin/Clear Creek,Central,,(303) 582-5251,https://centralcity.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204493+00:00
CO-MUN-debeque-mayorprotem,Cindy Farris,Cindy,Farris,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Mesa,De Beque,,(970) 283-5475,https://townofdebeque.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.204799+00:00
CO-MUN-sugarcity-mayor,Cindy Karle,Cindy,Karle,Mayor,municipal,executive,Town Board,,,CO,Crowley,Sugar City,,(719) 267-3729,https://www.townofsugarcityco.org/,,0,,,cml_directory,,2026-03-06T02:54:34.207875+00:00
CO-MUN-mancos-mayor,Cindy S. Simpson,Cindy,S. Simpson,Mayor,municipal,executive,Town Board,,,CO,Montezuma,Mancos,,(970) 533-7725,https://www.mancoscolorado.com,,0,,,cml_directory,,2026-03-06T02:54:34.206558+00:00
CO-MUN-ignacio-mayor,Clark Craig,Clark,Craig,Mayor,municipal,executive,Town Board,,,CO,La Plata,Ignacio,,(970) 563-9494,https://townofignacio.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.205987+00:00
CO-MUN-parachute-mayorprotem,Claudia Flores,Claudia,Flores,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Garfield,Parachute,,(970) 285-7630,https://www.parachute.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207251+00:00
CO-MUN-sugarcity-mayorprotem,Cody Broyles,Cody,Broyles,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Crowley,Sugar City,,(719) 267-3729,https://www.townofsugarcityco.org/,,0,,,cml_directory,,2026-03-06T02:54:34.207878+00:00
CO-MUN-grandjunction-mayor,Cody Kennedy,Cody,Kennedy,Mayor,municipal,executive,City Council,,,CO,Mesa,Grand Junction,,(970) 244-1501,https://www.gjcity.org,,0,,,cml_directory,,2026-03-06T02:54:34.205626+00:00
CO-MUN-mead-mayor,Colleen G. Whitlow,Colleen,G. Whitlow,Mayor,municipal,executive,Town Board,,,CO,Weld,Mead,,(970) 535-4477,https://www.townofmead.org,,0,,,cml_directory,,2026-03-06T02:54:34.206617+00:00
CO-MUN-rico-mayorprotem,Cristal Hibbard,Cristal,Hibbard,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Dolores,Rico,,(970) 967-2861,https://townofrico.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207441+00:00
CO-MUN-lajara-mayorprotem,Curt Wilson,Curt,Wilson,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Conejos,La Jara,,(719) 274-5363,https://townoflajara.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206155+00:00
CO-MUN-keenesburg-mayorprotem,Cynthia Baumgartner,Cynthia,Baumgartner,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,Keenesburg,,(303) 732-4281,https://www.townofkeenesburg.com,,0,,,cml_directory,,2026-03-06T02:54:34.206062+00:00
CO-MUN-montevista-mayor,Dale Becker,Dale,Becker,Mayor,municipal,executive,City Council,,,CO,Rio Grande,Monte Vista,,(719) 852-2692,,,0,,,cml_directory,,2026-03-06T02:54:34.206735+00:00
CO-MUN-hillrose-mayor,"Dale Colerick, Jr.",Dale,"Colerick, Jr.",Mayor,municipal,executive,Town Board,,,CO,Morgan,Hillrose,,(970) 847-3761,https://www.hillrosecolorado.org,,0,,,cml_directory,,2026-03-06T02:54:34.205863+00:00
CO-MUN-greeley-mayorprotem,Dale Hall,Dale,Hall,Mayor Pro Tem,municipal,executive,City Council,,,CO,Weld,Greeley,,(970) 350-9770,,,0,,,cml_directory,,2026-03-06T02:54:34.205697+00:00
CO-MUN-sedgwick-mayorprotem,Dale Jones,Dale,Jones,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Sedgwick,Sedgwick,,(970) 463-8814,https://www.sedgwickcolorado.com/,,0,,,cml_directory,,2026-03-06T02:54:34.207590+00:00
CO-MUN-wiley-mayorprotem,Dale Stewart,Dale,Stewart,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Prowers,Wiley,,(719) 829-4974,,,0,,,cml_directory,,2026-03-06T02:54:34.208181+00:00
CO-MUN-paoli-mayor,Damon Harms,Damon,Harms,Mayor,municipal,executive,Town Board,,,CO,Phillips,Paoli,,,,,0,,,cml_directory,,2026-03-06T02:54:34.207204+00:00
CO-MUN-manassa-mayor,Dan Bond,Dan,Bond,Mayor,municipal,executive,Town Board,,,CO,Conejos,Manassa,,(719) 843-5207,https://townofmanassa.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206547+00:00
CO-MUN-milliken-mayorprotem,Dan Dean,Dan,Dean,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,Milliken,,(970) 587-4331,https://www.millikenco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206663+00:00
CO-MUN-olneysprings-mayor,Dan Morin,Dan,Morin,Mayor,municipal,executive,Town Board,,,CO,Crowley,Olney Springs,,(719) 267-5567,https://townofolneysprings.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207031+00:00
CO-MUN-salida-mayor,Dan Shore,Dan,Shore,Mayor,municipal,executive,City Council,,,CO,Chaffee,Salida,,(719) 539-2311,https://www.cityofsalida.com,,0,,,cml_directory,,2026-03-06T02:54:34.207552+00:00
CO-MUN-keystone-mayorprotem,Dan Sullivan,Dan,Sullivan,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Summit,Keystone,,(970) 450-3500,https://keystone.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206096+00:00
CO-MUN-leadville-mayor,Dana Greene,Dana,Greene,Mayor,municipal,executive,City Council,,,CO,Lake,Leadville,,(719) 486-0349,https://www.leadville-co.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.206358+00:00
CO-MUN-brush-mayor,Dana Sherman,Dana,Sherman,Mayor,municipal,executive,City Council,,,CO,Morgan,Brush,,(970) 842-5001,https://www.brushcolo.com,,0,,,cml_directory,,2026-03-06T02:54:34.204289+00:00
CO-MUN-peetz-mayorprotem,Dani Rennewanz,Dani,Rennewanz,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Logan,Peetz,,(970) 334-2473,https://www.townofpeetz.com/,,0,,,cml_directory,,2026-03-06T02:54:34.207292+00:00
CO-MUN-center-mayor,Daniel Gallegos,Daniel,Gallegos,Mayor,municipal,executive,Town Board,,,CO,Saguache/Rio Grande,Center,,(719) 754-3497,https://townofcenter.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204472+00:00
CO-MUN-sedgwick-mayor,Danny Smith,Danny,Smith,Mayor,municipal,executive,Town Board,,,CO,Sedgwick,Sedgwick,,(970) 463-8814,https://www.sedgwickcolorado.com/,,0,,,cml_directory,,2026-03-06T02:54:34.207587+00:00
CO-MUN-dinosaur-mayor,Darcie Rocque,Darcie,Rocque,Mayor,municipal,executive,Town Board,,,CO,Moffat,Dinosaur,,(970) 374-2286,https://townofdinosaur.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204939+00:00
CO-MUN-montrose-mayor,Dave Frank,Dave,Frank,Mayor,municipal,executive,City Council,,,CO,Montrose,Montrose,,(970) 240-1400,https://www.cityofmontrose.org,,0,,,cml_directory,,2026-03-06T02:54:34.206767+00:00
CO-MUN-lakecity-mayor,Dave Roberts,Dave,Roberts,Mayor,municipal,executive,Town Board,,,CO,Hinsdale,Lake City,,(970) 944-2333,https://www.townoflakecityco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206247+00:00
CO-MUN-durango-mayorprotem,Dave Woodruff,Dave,Woodruff,Mayor Pro Tem,municipal,executive,City Council,,,CO,La Plata,Durango,,(970) 375-5000,https://www.durangoco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.205001+00:00
CO-MUN-cheraw-mayor,David Howard,David,Howard,Mayor,municipal,executive,Town Board,,,CO,Otero,Cheraw,,(719) 853-6013,https://townofcheraw.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.204500+00:00
CO-MUN-greenwoodvillage-mayorprotem,David Kerber,David,Kerber,Mayor Pro Tem,municipal,executive,City Council,,,CO,Arapahoe,Greenwood Village,,(303) 773-0252,https://www.greenwoodvillage.com,,0,,,cml_directory,,2026-03-06T02:54:34.205740+00:00
CO-MUN-basalt-mayor,David Knight,David,Knight,Mayor,municipal,executive,Town Board,,,CO,Eagle/Pitkin,Basalt,,(970) 927-4701,https://www.basalt.net,,0,,,cml_directory,,2026-03-06T02:54:34.204030+00:00
CO-MUN-raymer-mayor,David Long,David,Long,Mayor,municipal,executive,Town Board,,,CO,Weld,Raymer,,(805) 757-4879,,,0,,,cml_directory,,2026-03-06T02:54:34.207416+00:00
CO-MUN-blackhawk-mayor,David Spellman,David,Spellman,Mayor,municipal,executive,City Council,,,CO,Gilpin,Black Hawk,,(303) 582-5221,https://www.cityofblackhawk.org,,0,,,cml_directory,,2026-03-06T02:54:34.204117+00:00
CO-MUN-campo-mayorprotem,David Willhite,David,Willhite,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Baca,Campo,,(719) 787-2416,,,0,,,cml_directory,,2026-03-06T02:54:34.204341+00:00
CO-MUN-silverton-mayor,Dayna Kranker,Dayna,Kranker,Mayor,municipal,executive,Town Board,,,CO,San Juan,Silverton,,(970) 387-5522,https://townofsilverton.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207761+00:00
CO-MUN-granby-mayorprotem,Deborah Shaw,Deborah,Shaw,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Grand,Granby,,(970) 887-2501,https://www.townofgranby.com,,0,,,cml_directory,,2026-03-06T02:54:34.205602+00:00
CO-MUN-empire-mayorprotem,Denise Tennant,Denise,Tennant,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Clear Creek,Empire,,(303) 569-2978,https://townofempire.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.205110+00:00
CO-MUN-cortez-mayorprotem,Dennis F. Spruell,Dennis,F. Spruell,Mayor Pro Tem,municipal,executive,City Council,,,CO,Montezuma,Cortez,,(970) 565-3402,https://www.cortezco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.204664+00:00
CO-MUN-iliff-mayor,Dennis Kole,Dennis,Kole,Mayor,municipal,executive,Town Board,,,CO,,Iliff,,(970) 522-2283,,,0,,,cml_directory,,2026-03-06T02:54:34.206006+00:00
CO-MUN-crestone-mayorprotem,Dennis Posluszny,Dennis,Posluszny,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Saguache,Crestone,,(719) 256-4313,https://www.townofcrestone.com/,,0,,,cml_directory,,2026-03-06T02:54:34.204735+00:00
CO-MUN-palmerlake-mayor,Dennis Stern,Dennis,Stern,Mayor,municipal,executive,Town Board,,,CO,El Paso,Palmer Lake,,(719) 481-2953,https://www.townofpalmerlake.com,,0,,,cml_directory,,2026-03-06T02:54:34.207186+00:00
CO-MUN-silt-mayorprotem,Derek Hanrahan,Derek,Hanrahan,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Garfield,Silt,,(970) 876-2353,https://www.townofsilt.org,,0,,,cml_directory,,2026-03-06T02:54:34.207681+00:00
CO-MUN-broomfield-mayorprotem,Deven Shaff,Deven,Shaff,Mayor Pro Tem,municipal,executive,City Council,,,CO,Broomfield,Broomfield,,(303) 469-3301,https://www.broomfield.org,,0,,,cml_directory,,2026-03-06T02:54:34.204267+00:00
CO-MUN-buenavista-mayorprotem,Devin Rowe,Devin,Rowe,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Chaffee,Buena Vista,,(719) 395-8643,https://www.buenavistaco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.204301+00:00
CO-MUN-olneysprings-mayorprotem,Diane Cahill,Diane,Cahill,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Crowley,Olney Springs,,(719) 267-5567,https://townofolneysprings.colorado.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207033+00:00
CO-MUN-orchardcity-mayor,Dick Kirkpatrick,Dick,Kirkpatrick,Mayor,municipal,executive,Town Board,,,CO,Delta,Orchard City,,(970) 835-3337,https://www.orchardcityco.org,,0,,,cml_directory,,2026-03-06T02:54:34.207055+00:00
CO-MUN-gunnison-mayor,Diego Plata,Diego,Plata,Mayor,municipal,executive,City Council,,,CO,Gunnison,Gunnison,,(970) 641-8000,https://www.gunnisonco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.205772+00:00
CO-MUN-firestone-mayor,Don Conyac,Don,Conyac,Mayor,municipal,executive,Town Board,,,CO,Weld,Firestone,,(303) 833-3291,https://www.firestoneco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.205229+00:00
CO-MUN-walsh-mayor,Don Lohrey,Don,Lohrey,Mayor,municipal,executive,Town Board,,,CO,Baca,Walsh,,(719) 324-5411,https://townofwalsh.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.208075+00:00
CO-MUN-federalheights-mayorprotem,Doris Peterson,Doris,Peterson,Mayor Pro Tem,municipal,executive,City Council,,,CO,Adams,Federal Heights,,(303) 428-3526,https://www.fedheights.org,,0,,,cml_directory,,2026-03-06T02:54:34.205213+00:00
CO-MUN-laveta-mayor,Doug Brgoch,Doug,Brgoch,Mayor,municipal,executive,Town Board,,,CO,Huerfano,La Veta,,(719) 742-3631,https://www.townoflaveta-co.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206212+00:00
CO-MUN-rockyford-mayor,Duane Gurulé,Duane,Gurulé,Mayor,municipal,executive,City Council,,,CO,Otero,Rocky Ford,,(719) 254-7414,https://www.cityofrockyfordco.gov/,,0,,,cml_directory,,2026-03-06T02:54:34.207511+00:00
CO-MUN-redcliff-mayor,Duke Gerber,Duke,Gerber,Mayor,municipal,executive,Town Board,,,CO,Eagle,Red Cliff,,(970) 827-5303,https://townofredcliff.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207427+00:00
CO-MUN-minturn-mayor,Earle Bidez,Earle,Bidez,Mayor,municipal,executive,Town Board,,,CO,Eagle,Minturn,,(970) 827-5645,https://www.minturn.org,,0,,,cml_directory,,2026-03-06T02:54:34.206677+00:00
CO-MUN-pitkin-mayor,Ed Pianalto,Ed,Pianalto,Mayor,municipal,executive,Town Board,,,CO,Gunnison,Pitkin,,(970) 641-1545,https://townofpitkin.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.207314+00:00
CO-MUN-milliken-mayor,Elizabeth Austin,Elizabeth,Austin,Mayor,municipal,executive,Town Board,,,CO,Weld,Milliken,,(970) 587-4331,https://www.millikenco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.206660+00:00
CO-MUN-saguache-mayor,Elvie Samora,Elvie,Samora,Mayor,municipal,executive,Town Board,,,CO,Saguache,Saguache,,(719) 655-2232,https://www.townofsaguache.org,,0,,,cml_directory,,2026-03-06T02:54:34.207536+00:00
CO-MUN-mountainview-mayor,Emilie Mitcham,Emilie,Mitcham,Mayor,municipal,executive,Town Board,,,CO,Jefferson,Mountain View,,(303) 421-7282,https://www.tomv.org/,,0,,,cml_directory,,2026-03-06T02:54:34.206823+00:00
CO-MUN-fortcollins-mayorprotem,Emily Francis,Emily,Francis,Mayor Pro Tem,municipal,executive,City Council,,,CO,Larimer,Fort Collins,,(970) 221-6500,https://www.fcgov.com,,0,,,cml_directory,,2026-03-06T02:54:34.205306+00:00
CO-MUN-minturn-mayorprotem,Eric Gotthelf,Eric,Gotthelf,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Eagle,Minturn,,(970) 827-5645,https://www.minturn.org,,0,,,cml_directory,,2026-03-06T02:54:34.206681+00:00
CO-MUN-carbondale-mayorprotem,Erica Sparhawk,Erica,Sparhawk,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Garfield,Carbondale,,(970) 963-2733,https://www.carbondalegov.org,,0,,,cml_directory,,2026-03-06T02:54:34.204372+00:00
CO-MUN-glenwoodsprings-mayorprotem,Erin Zalinski,Erin,Zalinski,Mayor Pro Tem,municipal,executive,City Council,,,CO,Garfield,Glenwood Springs,,(970) 384-6400,https://www.cogs.us,,0,,,cml_directory,,2026-03-06T02:54:34.205558+00:00
CO-MUN-aguilar-mayor,Erlinda Encinias,Erlinda,Encinias,Mayor,municipal,executive,Town Board,,,CO,Las Animas,Aguilar,,(719) 941-4360,https://www.aguilarco.us,,0,,,cml_directory,,2026-03-06T02:54:34.203237+00:00
CO-MUN-ouray-mayor,Ethan Funk,Ethan,Funk,Mayor,municipal,executive,City Council,,,CO,Ouray,Ouray,,(970) 325-7211,https://www.cityofouray.com/,,0,,,cml_directory,,2026-03-06T02:54:34.207100+00:00
CO-MUN-naturita-mayor,Eugene Greenwood,Eugene,Greenwood,Mayor,municipal,executive,Town Board,,,CO,Montrose,Naturita,,(970) 865-2286,,,0,,,cml_directory,,2026-03-06T02:54:34.206880+00:00
CO-MUN-gardencity-mayor,Filbert Archuleta,Filbert,Archuleta,Mayor,municipal,executive,Town Board,,,CO,Weld,Garden City,,(970) 351-0041,https://www.townofgardencity.com,,0,,,cml_directory,,2026-03-06T02:54:34.205471+00:00
CO-MUN-firestone-mayorprotem,Frank A. Jimenez,Frank,A. Jimenez,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,Firestone,,(303) 833-3291,https://www.firestoneco.gov,,0,,,cml_directory,,2026-03-06T02:54:34.205232+00:00
CO-MUN-fairplay-mayor,Frank Just,Frank,Just,Mayor,municipal,executive,Town Board,,,CO,Park,Fairplay,,(719) 836-2622,https://www.fairplayco.us,,0,,,cml_directory,,2026-03-06T02:54:34.205188+00:00
CO-MUN-ovid-mayor,Frankie Hernandez,Frankie,Hernandez,Mayor,municipal,executive,Town Board,,,CO,Sedgwick,Ovid,,(970) 463-5446,,,0,,,cml_directory,,2026-03-06T02:54:34.207116+00:00
CO-MUN-estespark-mayor,Gary Hall,Gary,Hall,Mayor,municipal,executive,Town Board,,,CO,Larimer,Estes Park,,(970) 586-5331,https://estespark.colorado.gov,,0,,,cml_directory,,2026-03-06T02:54:34.205157+00:00
CO-MUN-gardencity-mayorprotem,Gary Sorensen,Gary,Sorensen,Mayor Pro Tem,municipal,executive,Town Board,,,CO,Weld,Garden City,,(970) 351-0041,https://www.townofgardencity.com,,0,,,cml_directory,,2026-03-06T02:54:34.205474+00:00
CO-MUN-walsenburg-mayor,Gary Vezzani,Gary,Vezzani,Mayor,municipal,executive,City Council,,,CO,Huerfano,Walsenburg,,(719) 738-1048,https://www.walsenburg.org/,,0,,,cml_directory,,2026-03-06T02:54:34.208063+00:00
CO-MUN-seibert-mayor,George Babbitt,George,Babbitt,Mayor,municipal,executive,Town Board,,,CO,Kit Carson,Seibert,,(970) 664-2323,,,0,,,cml_directory,,2026-03-06T02:54:34.207598+00:00
